stand,latcoord,longcoord
A1,51.229418242044,6.5027269488384
A2,51.229231581602,6.5031049757277
A3,51.229042987099,6.5034805374745
A4,51.228852458557,6.5038536340601
A5,51.228663861554,6.5042291896862
A6,51.228478741959,6.5046041260842
COMM-APN,51.229629305555555,6.495097777777778
Hangar,51.230648055555555,6.499186111111111
MAINT,51.234587777777776,6.500933472222222
FLT-ACAD,51.23173231481481,6.497026759259259
