stand,latcoord,longcoord
NW-LOOP,50.184298749999996,7.063705694444444
SW-LOOP,50.16654805555555,7.04569875
SE-LOOP,50.16346361111111,7.060465
TWR,50.17596138888889,7.059415972222222
